,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
40,505.52,541.15,604.55,485.19,536.38,416.65,621.45,511.08,404.05,488.29,405.09,520.99,482.07,392.15,471.54,674.39,437.46,417.36,424.94,461.55,665.78,501.67,491.68,410.9,549.62,521.97,418.34,533.83,512.33,512.42,534.49,429.48,464.31,484.28,376.97,484.97,522.24,429.61,625.64,529.72,431.75,321.83,338.93,487.59,651.3,546.68,604.22,558.06,557.73,379.58
41,504.18,539.81,603.21,483.84,535.04,415.31,522.1,509.73,402.71,486.94,403.75,519.64,480.73,390.8,470.2,673.05,436.12,416.02,423.59,460.2,664.43,500.32,490.34,409.56,548.28,520.63,470.0,532.49,510.99,511.08,533.15,428.14,462.97,482.94,375.63,483.62,520.9,428.27,624.3,528.37,430.41,320.48,337.58,486.24,551.95,545.33,602.88,556.71,556.39,378.24
42,504.5,539.13,602.53,483.16,534.36,414.62,521.42,509.05,403.02,486.26,404.06,519.96,480.05,391.12,469.51,672.36,435.43,416.33,422.91,459.52,663.75,499.64,489.66,408.88,548.59,520.95,470.32,532.81,511.31,510.4,533.47,427.46,462.29,483.25,374.95,483.94,521.22,427.59,623.62,527.69,430.73,319.8,336.9,485.56,551.27,544.65,602.2,557.03,555.71,378.56
43,503.65,539.28,602.68,483.32,534.51,414.78,521.58,509.21,402.18,486.42,403.22,519.12,480.2,390.28,469.67,672.52,435.59,415.49,423.07,459.68,663.91,499.8,489.81,409.04,547.75,520.11,469.47,531.96,510.47,510.55,532.62,427.61,462.44,482.41,375.1,484.1,520.37,427.74,623.77,527.85,429.89,319.96,337.06,485.72,551.43,544.81,602.35,556.19,555.87,377.72
44,512.18,546.81,606.78,480.01,542.04,422.31,616.27,516.74,409.71,493.94,413.87,527.65,487.73,387.97,466.36,680.05,432.28,413.18,430.6,467.2,671.44,496.48,497.34,405.72,545.44,518.21,415.77,540.49,507.57,507.65,541.15,424.3,459.13,480.1,371.79,480.79,517.48,424.43,631.3,537.49,437.41,327.49,344.58,482.41,646.12,552.34,609.88,564.72,563.39,375.41
45,504.13,538.76,603.16,482.8,534.99,414.26,521.06,509.69,402.66,485.9,403.7,519.6,479.68,390.76,470.15,672.0,435.07,415.97,423.55,459.16,663.39,499.28,489.29,408.51,548.23,520.58,469.95,532.44,510.94,510.03,533.1,427.09,462.92,482.89,374.58,483.58,520.85,427.22,623.25,527.33,430.36,319.44,337.54,485.2,550.91,544.29,601.83,556.67,555.34,378.19
46,504.58,539.21,603.61,484.25,535.44,414.71,521.51,510.14,403.11,486.35,404.15,520.05,480.13,391.21,470.6,672.45,435.52,416.42,424.0,459.61,663.84,499.72,489.74,408.96,548.68,521.04,470.4,532.89,511.4,510.48,533.55,427.54,463.37,483.34,375.03,484.03,521.3,427.67,623.7,527.78,430.81,319.89,337.98,485.65,551.36,544.74,602.28,557.12,555.8,378.65
47,505.62,541.25,604.65,485.29,536.48,415.75,621.54,511.18,404.15,488.38,405.19,521.08,481.17,392.24,471.64,673.49,437.56,417.46,425.04,461.64,664.87,500.76,490.78,410.0,549.72,522.07,418.44,533.93,512.43,512.52,534.59,428.58,464.41,484.38,377.07,485.06,522.34,429.71,625.74,528.81,431.85,320.93,339.02,487.69,651.39,545.78,603.32,558.16,556.83,379.68
48,504.55,540.19,603.58,484.22,535.42,414.68,620.48,510.11,403.08,487.32,404.12,520.02,481.1,391.18,470.57,672.42,436.49,441.39,423.97,460.58,664.81,499.7,490.71,408.94,548.65,521.01,417.37,532.86,511.37,511.45,533.52,428.52,463.35,483.31,376.01,484.0,521.28,428.65,624.68,527.75,430.79,319.86,337.96,486.62,650.33,545.71,602.26,557.09,555.77,378.62
49,632.29,736.92,727.88,632.11,663.15,612.41,663.27,637.84,600.81,615.05,533.97,647.75,608.83,539.07,656.44,801.15,583.38,564.29,621.7,588.31,792.54,647.59,687.44,578.31,678.44,638.31,633.87,660.59,628.67,628.76,661.26,576.83,611.24,583.29,502.79,631.89,638.58,575.54,752.41,658.6,628.52,448.59,465.69,613.2,693.12,673.44,730.99,754.82,753.5,508.4
