source_index,target_index,distance_m,duration_s,waycategory
"[-75.0792137, 40.05983]","[-75.1621446, 39.9565208]",15899.9,1368.4,"[[0, 317, 0]]"
"[-75.0792137, 40.05983]","[-75.1562587, 39.9526803]",16076.4,1391.2,"[[0, 292, 0]]"
"[-75.0792137, 40.05983]","[-75.160496, 39.9495792]",16246.3,1419.2,"[[0, 328, 0]]"
"[-75.0792137, 40.05983]","[-75.1596329, 39.9559719]",15627.1,1342.6,"[[0, 314, 0]]"
"[-75.0792137, 40.05983]","[-75.1543343, 39.9547207]",15964.4,1384.8,"[[0, 288, 0]]"
"[-75.0792137, 40.05983]","[-75.1512021, 39.9477973]",15980.7,1388.3,"[[0, 285, 0]]"
"[-75.0792137, 40.05983]","[-75.1712732, 39.953202]",17032.6,1499.9,"[[0, 335, 0]]"
"[-75.0792137, 40.05983]","[-75.1646384, 39.9505969]",16715.1,1465.7,"[[0, 331, 0]]"
"[-75.0792137, 40.05983]","[-75.1553822, 39.9564976]",16032.9,1417.0,"[[0, 320, 0]]"
"[-75.0792137, 40.05983]","[-75.1521691, 39.9498503]",16087.7,1419.2,"[[0, 288, 0]]"
"[-75.0792137, 40.05983]","[-75.1655738, 39.9548474]",16289.3,1395.8,"[[0, 318, 0]]"
"[-75.0792137, 40.05983]","[-75.1462398, 39.9534007]",15639.8,1348.1,"[[0, 286, 0]]"
"[-75.0792137, 40.05983]","[-75.1669977, 39.9542162]",16654.6,1449.5,"[[0, 327, 0]]"
"[-75.0792137, 40.05983]","[-75.1659027, 39.9549769]",16329.1,1405.4,"[[0, 319, 0]]"
"[-75.0792137, 40.05983]","[-75.1691875, 39.9538357]",16688.3,1448.1,"[[0, 331, 0]]"
"[-75.0792137, 40.05983]","[-75.168648, 39.9552849]",16561.0,1433.1,"[[0, 325, 0]]"
"[-75.0792137, 40.05983]","[-75.1686976, 39.9550004]",16560.3,1433.0,"[[0, 325, 0]]"
"[-75.0792137, 40.05983]","[-75.1666223, 39.951126]",17082.8,1483.1,"[[0, 336, 0]]"
"[-75.0792137, 40.05983]","[-75.1658779, 39.9533135]",16404.9,1408.2,"[[0, 321, 0]]"
"[-75.0792137, 40.05983]","[-75.1541314, 39.9549848]",15827.0,1365.4,"[[0, 317, 0]]"
"[-75.0792137, 40.05983]","[-75.1548244, 39.9607]",15232.5,1298.3,"[[0, 297, 0]]"
"[-75.0792137, 40.05983]","[-75.1729633, 39.9619508]",16542.4,1516.2,"[[0, 321, 0]]"
"[-75.0792137, 40.05983]","[-75.1559444, 39.9539208]",15807.4,1385.7,"[[0, 317, 0]]"
"[-75.0792137, 40.05983]","[-75.1669336, 39.9542882]",16658.6,1450.2,"[[0, 327, 0]]"
"[-75.0792137, 40.05983]","[-75.1604697, 39.9560453]",16076.4,1374.8,"[[0, 317, 0]]"
"[-75.0792137, 40.05983]","[-75.1675937, 39.9498476]",16938.6,1489.6,"[[0, 337, 0]]"
"[-75.0792137, 40.05983]","[-75.1670679, 39.9458843]",17289.5,1552.1,"[[0, 345, 0]]"
"[-75.0792137, 40.05983]","[-75.1552838, 39.9513696]",16050.4,1405.7,"[[0, 290, 0]]"
"[-75.0792137, 40.05983]","[-75.1779185, 39.9527664]",17688.6,1551.6,"[[0, 349, 0]]"
"[-75.0792137, 40.05983]","[-75.1797862, 39.9531685]",18191.0,1615.7,"[[0, 353, 0]]"
"[-75.0792137, 40.05983]","[-75.1544702, 39.9614844]",15139.6,1276.0,"[[0, 294, 0]]"
"[-75.0792137, 40.05983]","[-75.1655897, 39.9673357]",15096.3,1316.1,"[[0, 294, 0]]"
"[-75.0792137, 40.05983]","[-75.16608, 39.9510606]",17129.5,1487.9,"[[0, 336, 0]]"
"[-75.0792137, 40.05983]","[-75.1664209, 39.9503433]",16764.7,1480.3,"[[0, 333, 0]]"
"[-75.0792137, 40.05983]","[-75.1561177, 39.9487839]",16456.3,1455.6,"[[0, 293, 0]]"
"[-75.0792137, 40.05983]","[-75.1595695, 39.950964]",16142.4,1402.6,"[[0, 326, 0]]"
"[-75.0792137, 40.05983]","[-75.1498611, 39.9520642]",15473.9,1312.2,"[[0, 276, 0]]"
"[-75.0892921, 40.0564547]","[-75.1666744, 39.9529142]",15626.0,1359.2,"[[0, 299, 0]]"
"[-75.0892921, 40.0564547]","[-75.1547527, 39.9461843]",15202.3,1358.7,"[[0, 260, 0]]"
"[-75.0892921, 40.0564547]","[-75.1588087, 39.9519519]",14817.0,1276.0,"[[0, 288, 0]]"
"[-75.0892921, 40.0564547]","[-75.1555507, 39.9554634]",14415.6,1234.9,"[[0, 280, 0]]"
"[-75.0892921, 40.0564547]","[-75.1683452, 39.953861]",15372.1,1325.0,"[[0, 295, 0]]"
"[-75.0892921, 40.0564547]","[-75.1524421, 39.9486116]",14757.8,1297.1,"[[0, 250, 0]]"
"[-75.0892921, 40.0564547]","[-75.1696579, 39.9671376]",14186.6,1233.7,"[[0, 267, 0]]"
"[-75.0892921, 40.0564547]","[-75.1687489, 39.9511026]",15680.5,1354.0,"[[0, 301, 0]]"
"[-75.0892921, 40.0564547]","[-75.1513737, 39.9499548]",14572.2,1256.2,"[[0, 248, 0]]"
"[-75.0892921, 40.0564547]","[-75.1658471, 39.9513517]",15342.1,1337.5,"[[0, 296, 0]]"
"[-75.0892921, 40.0564547]","[-75.1808705, 39.9496709]",17149.1,1541.9,"[[0, 329, 0]]"
"[-75.0892921, 40.0564547]","[-75.16993, 39.954012]",15943.4,1391.4,"[[0, 305, 0]]"
"[-75.0892921, 40.0564547]","[-75.1689145, 39.9534406]",15941.0,1395.3,"[[0, 306, 0]]"
"[-75.0892921, 40.0564547]","[-75.1621446, 39.9565208]",14644.0,1254.9,"[[0, 283, 0]]"
"[-75.0892921, 40.0564547]","[-75.1562587, 39.9526803]",14820.5,1277.6,"[[0, 258, 0]]"
"[-75.0892921, 40.0564547]","[-75.160496, 39.9495792]",14990.4,1305.6,"[[0, 294, 0]]"
"[-75.0892921, 40.0564547]","[-75.1596329, 39.9559719]",14371.3,1229.1,"[[0, 280, 0]]"
"[-75.0892921, 40.0564547]","[-75.1543343, 39.9547207]",14708.6,1271.3,"[[0, 254, 0]]"
"[-75.0892921, 40.0564547]","[-75.1512021, 39.9477973]",14724.9,1274.8,"[[0, 251, 0]]"
"[-75.0892921, 40.0564547]","[-75.1712732, 39.953202]",15776.8,1386.4,"[[0, 301, 0]]"
"[-75.0892921, 40.0564547]","[-75.1646384, 39.9505969]",15459.3,1352.1,"[[0, 297, 0]]"
"[-75.0892921, 40.0564547]","[-75.1553822, 39.9564976]",14777.1,1303.4,"[[0, 286, 0]]"
"[-75.0892921, 40.0564547]","[-75.1521691, 39.9498503]",14831.9,1305.6,"[[0, 254, 0]]"
"[-75.0892921, 40.0564547]","[-75.1655738, 39.9548474]",15033.4,1282.3,"[[0, 284, 0]]"
"[-75.0892921, 40.0564547]","[-75.1462398, 39.9534007]",14384.0,1234.6,"[[0, 252, 0]]"
"[-75.0892921, 40.0564547]","[-75.1669977, 39.9542162]",15398.7,1335.9,"[[0, 293, 0]]"
"[-75.0892921, 40.0564547]","[-75.1659027, 39.9549769]",15073.3,1291.8,"[[0, 285, 0]]"
"[-75.0892921, 40.0564547]","[-75.1691875, 39.9538357]",15432.5,1334.5,"[[0, 297, 0]]"
"[-75.0892921, 40.0564547]","[-75.168648, 39.9552849]",15305.2,1319.5,"[[0, 291, 0]]"
"[-75.0892921, 40.0564547]","[-75.1686976, 39.9550004]",15304.4,1319.4,"[[0, 291, 0]]"
"[-75.0892921, 40.0564547]","[-75.1666223, 39.951126]",15827.0,1369.6,"[[0, 302, 0]]"
"[-75.0892921, 40.0564547]","[-75.1658779, 39.9533135]",15149.1,1294.7,"[[0, 287, 0]]"
"[-75.0892921, 40.0564547]","[-75.1541314, 39.9549848]",14571.1,1251.8,"[[0, 283, 0]]"
"[-75.0892921, 40.0564547]","[-75.1548244, 39.9607]",13976.7,1184.8,"[[0, 263, 0]]"
"[-75.0892921, 40.0564547]","[-75.1729633, 39.9619508]",15286.6,1402.7,"[[0, 287, 0]]"
"[-75.0892921, 40.0564547]","[-75.1559444, 39.9539208]",14551.6,1272.1,"[[0, 283, 0]]"
"[-75.0892921, 40.0564547]","[-75.1669336, 39.9542882]",15402.8,1336.6,"[[0, 293, 0]]"
"[-75.0892921, 40.0564547]","[-75.1604697, 39.9560453]",14820.6,1261.3,"[[0, 283, 0]]"
"[-75.0892921, 40.0564547]","[-75.1675937, 39.9498476]",15682.7,1376.0,"[[0, 303, 0]]"
"[-75.0892921, 40.0564547]","[-75.1670679, 39.9458843]",16033.7,1438.6,"[[0, 311, 0]]"
"[-75.0892921, 40.0564547]","[-75.1552838, 39.9513696]",14794.6,1292.2,"[[0, 256, 0]]"
"[-75.0892921, 40.0564547]","[-75.1779185, 39.9527664]",16432.7,1438.0,"[[0, 315, 0]]"
"[-75.0892921, 40.0564547]","[-75.1797862, 39.9531685]",16935.1,1502.1,"[[0, 319, 0]]"
"[-75.0892921, 40.0564547]","[-75.1544702, 39.9614844]",13883.7,1162.5,"[[0, 260, 0]]"
"[-75.0892921, 40.0564547]","[-75.1655897, 39.9673357]",13840.5,1202.5,"[[0, 260, 0]]"
"[-75.0892921, 40.0564547]","[-75.16608, 39.9510606]",15873.6,1374.4,"[[0, 302, 0]]"
"[-75.0892921, 40.0564547]","[-75.1664209, 39.9503433]",15508.8,1366.7,"[[0, 299, 0]]"
"[-75.0892921, 40.0564547]","[-75.1561177, 39.9487839]",15200.5,1342.1,"[[0, 259, 0]]"
"[-75.0892921, 40.0564547]","[-75.1595695, 39.950964]",14886.6,1289.0,"[[0, 292, 0]]"
"[-75.0892921, 40.0564547]","[-75.1498611, 39.9520642]",14218.1,1198.6,"[[0, 242, 0]]"
"[-75.0831295, 40.0592102]","[-75.1666744, 39.9529142]",16349.1,1460.9,"[[0, 318, 0]]"
"[-75.0831295, 40.0592102]","[-75.1547527, 39.9461843]",15925.4,1460.3,"[[0, 279, 0]]"
"[-75.0831295, 40.0592102]","[-75.1588087, 39.9519519]",15540.1,1377.7,"[[0, 307, 0]]"
"[-75.0831295, 40.0592102]","[-75.1555507, 39.9554634]",15138.7,1336.6,"[[0, 299, 0]]"
"[-75.0831295, 40.0592102]","[-75.1683452, 39.953861]",16095.2,1426.6,"[[0, 314, 0]]"
"[-75.0831295, 40.0592102]","[-75.1524421, 39.9486116]",15480.9,1398.8,"[[0, 269, 0]]"
"[-75.0831295, 40.0592102]","[-75.1696579, 39.9671376]",14909.7,1335.4,"[[0, 286, 0]]"
"[-75.0831295, 40.0592102]","[-75.1687489, 39.9511026]",16403.6,1455.7,"[[0, 320, 0]]"
"[-75.0831295, 40.0592102]","[-75.1513737, 39.9499548]",15295.3,1357.9,"[[0, 267, 0]]"
"[-75.0831295, 40.0592102]","[-75.1658471, 39.9513517]",16065.2,1439.1,"[[0, 315, 0]]"
"[-75.0831295, 40.0592102]","[-75.1808705, 39.9496709]",17872.2,1643.6,"[[0, 348, 0]]"
"[-75.0831295, 40.0592102]","[-75.16993, 39.954012]",16666.5,1493.0,"[[0, 324, 0]]"
"[-75.0831295, 40.0592102]","[-75.1689145, 39.9534406]",16664.1,1497.0,"[[0, 325, 0]]"
"[-75.0831295, 40.0592102]","[-75.1621446, 39.9565208]",15367.1,1356.5,"[[0, 302, 0]]"
"[-75.0831295, 40.0592102]","[-75.1562587, 39.9526803]",15543.6,1379.3,"[[0, 277, 0]]"
"[-75.0831295, 40.0592102]","[-75.160496, 39.9495792]",15713.5,1407.3,"[[0, 313, 0]]"
"[-75.0831295, 40.0592102]","[-75.1596329, 39.9559719]",15094.4,1330.7,"[[0, 299, 0]]"
"[-75.0831295, 40.0592102]","[-75.1543343, 39.9547207]",15431.7,1372.9,"[[0, 273, 0]]"
"[-75.0831295, 40.0592102]","[-75.1512021, 39.9477973]",15448.0,1376.4,"[[0, 270, 0]]"
"[-75.0831295, 40.0592102]","[-75.1712732, 39.953202]",16499.9,1488.0,"[[0, 320, 0]]"
"[-75.0831295, 40.0592102]","[-75.1646384, 39.9505969]",16182.4,1453.8,"[[0, 316, 0]]"
"[-75.0831295, 40.0592102]","[-75.1553822, 39.9564976]",15500.2,1405.1,"[[0, 305, 0]]"
"[-75.0831295, 40.0592102]","[-75.1521691, 39.9498503]",15555.0,1407.3,"[[0, 273, 0]]"
"[-75.0831295, 40.0592102]","[-75.1655738, 39.9548474]",15756.5,1383.9,"[[0, 303, 0]]"
"[-75.0831295, 40.0592102]","[-75.1462398, 39.9534007]",15107.1,1336.2,"[[0, 271, 0]]"
"[-75.0831295, 40.0592102]","[-75.1669977, 39.9542162]",16121.8,1437.6,"[[0, 312, 0]]"
"[-75.0831295, 40.0592102]","[-75.1659027, 39.9549769]",15796.4,1393.5,"[[0, 304, 0]]"
"[-75.0831295, 40.0592102]","[-75.1691875, 39.9538357]",16155.6,1436.2,"[[0, 316, 0]]"
"[-75.0831295, 40.0592102]","[-75.168648, 39.9552849]",16028.3,1421.2,"[[0, 310, 0]]"
"[-75.0831295, 40.0592102]","[-75.1686976, 39.9550004]",16027.5,1421.1,"[[0, 310, 0]]"
"[-75.0831295, 40.0592102]","[-75.1666223, 39.951126]",16550.1,1471.2,"[[0, 321, 0]]"
"[-75.0831295, 40.0592102]","[-75.1658779, 39.9533135]",15872.2,1396.3,"[[0, 306, 0]]"
"[-75.0831295, 40.0592102]","[-75.1541314, 39.9549848]",15294.2,1353.5,"[[0, 302, 0]]"
"[-75.0831295, 40.0592102]","[-75.1548244, 39.9607]",14699.8,1286.4,"[[0, 282, 0]]"
"[-75.0831295, 40.0592102]","[-75.1729633, 39.9619508]",16009.7,1504.3,"[[0, 306, 0]]"
"[-75.0831295, 40.0592102]","[-75.1559444, 39.9539208]",15274.7,1373.8,"[[0, 302, 0]]"
"[-75.0831295, 40.0592102]","[-75.1669336, 39.9542882]",16125.9,1438.3,"[[0, 312, 0]]"
"[-75.0831295, 40.0592102]","[-75.1604697, 39.9560453]",15543.7,1362.9,"[[0, 302, 0]]"
"[-75.0831295, 40.0592102]","[-75.1675937, 39.9498476]",16405.8,1477.7,"[[0, 322, 0]]"
"[-75.0831295, 40.0592102]","[-75.1670679, 39.9458843]",16756.8,1540.2,"[[0, 330, 0]]"
"[-75.0831295, 40.0592102]","[-75.1552838, 39.9513696]",15517.7,1393.8,"[[0, 275, 0]]"
"[-75.0831295, 40.0592102]","[-75.1779185, 39.9527664]",17155.8,1539.7,"[[0, 334, 0]]"
"[-75.0831295, 40.0592102]","[-75.1797862, 39.9531685]",17658.2,1603.8,"[[0, 338, 0]]"
"[-75.0831295, 40.0592102]","[-75.1544702, 39.9614844]",14606.8,1264.1,"[[0, 279, 0]]"
"[-75.0831295, 40.0592102]","[-75.1655897, 39.9673357]",14563.6,1304.2,"[[0, 279, 0]]"
"[-75.0831295, 40.0592102]","[-75.16608, 39.9510606]",16596.8,1476.0,"[[0, 321, 0]]"
"[-75.0831295, 40.0592102]","[-75.1664209, 39.9503433]",16231.9,1468.4,"[[0, 318, 0]]"
"[-75.0831295, 40.0592102]","[-75.1561177, 39.9487839]",15923.6,1443.7,"[[0, 278, 0]]"
"[-75.0831295, 40.0592102]","[-75.1595695, 39.950964]",15609.7,1390.7,"[[0, 311, 0]]"
"[-75.0831295, 40.0592102]","[-75.1498611, 39.9520642]",14941.2,1300.3,"[[0, 261, 0]]"
"[-75.0819789, 40.0540683]","[-75.1666744, 39.9529142]",16378.3,1427.0,"[[0, 311, 0]]"
"[-75.0819789, 40.0540683]","[-75.1547527, 39.9461843]",15954.6,1426.5,"[[0, 272, 0]]"
"[-75.0819789, 40.0540683]","[-75.1588087, 39.9519519]",15569.4,1343.8,"[[0, 300, 0]]"
"[-75.0819789, 40.0540683]","[-75.1555507, 39.9554634]",15167.9,1302.7,"[[0, 292, 0]]"
"[-75.0819789, 40.0540683]","[-75.1683452, 39.953861]",16124.4,1392.8,"[[0, 307, 0]]"
"[-75.0819789, 40.0540683]","[-75.1524421, 39.9486116]",15510.2,1364.9,"[[0, 262, 0]]"
"[-75.0819789, 40.0540683]","[-75.1696579, 39.9671376]",14938.9,1301.5,"[[0, 279, 0]]"
"[-75.0819789, 40.0540683]","[-75.1687489, 39.9511026]",16432.9,1421.8,"[[0, 313, 0]]"
"[-75.0819789, 40.0540683]","[-75.1513737, 39.9499548]",15324.6,1324.0,"[[0, 260, 0]]"
"[-75.0819789, 40.0540683]","[-75.1658471, 39.9513517]",16094.4,1405.3,"[[0, 308, 0]]"
"[-75.0819789, 40.0540683]","[-75.1808705, 39.9496709]",17901.5,1609.7,"[[0, 341, 0]]"
"[-75.0819789, 40.0540683]","[-75.16993, 39.954012]",16695.8,1459.2,"[[0, 317, 0]]"
"[-75.0819789, 40.0540683]","[-75.1689145, 39.9534406]",16693.3,1463.1,"[[0, 318, 0]]"
"[-75.0819789, 40.0540683]","[-75.1621446, 39.9565208]",15396.3,1322.6,"[[0, 295, 0]]"
"[-75.0819789, 40.0540683]","[-75.1562587, 39.9526803]",15572.8,1345.4,"[[0, 270, 0]]"
"[-75.0819789, 40.0540683]","[-75.160496, 39.9495792]",15742.8,1373.4,"[[0, 306, 0]]"
"[-75.0819789, 40.0540683]","[-75.1596329, 39.9559719]",15123.6,1296.8,"[[0, 292, 0]]"
"[-75.0819789, 40.0540683]","[-75.1543343, 39.9547207]",15460.9,1339.1,"[[0, 266, 0]]"
"[-75.0819789, 40.0540683]","[-75.1512021, 39.9477973]",15477.2,1342.5,"[[0, 263, 0]]"
"[-75.0819789, 40.0540683]","[-75.1712732, 39.953202]",16529.1,1454.2,"[[0, 313, 0]]"
"[-75.0819789, 40.0540683]","[-75.1646384, 39.9505969]",16211.6,1419.9,"[[0, 309, 0]]"
"[-75.0819789, 40.0540683]","[-75.1553822, 39.9564976]",15529.4,1371.2,"[[0, 298, 0]]"
"[-75.0819789, 40.0540683]","[-75.1521691, 39.9498503]",15584.2,1373.4,"[[0, 266, 0]]"
"[-75.0819789, 40.0540683]","[-75.1655738, 39.9548474]",15785.7,1350.0,"[[0, 296, 0]]"
"[-75.0819789, 40.0540683]","[-75.1462398, 39.9534007]",15136.3,1302.4,"[[0, 264, 0]]"
"[-75.0819789, 40.0540683]","[-75.1669977, 39.9542162]",16151.1,1403.7,"[[0, 305, 0]]"
"[-75.0819789, 40.0540683]","[-75.1659027, 39.9549769]",15825.6,1359.6,"[[0, 297, 0]]"
"[-75.0819789, 40.0540683]","[-75.1691875, 39.9538357]",16184.8,1402.3,"[[0, 309, 0]]"
"[-75.0819789, 40.0540683]","[-75.168648, 39.9552849]",16057.5,1387.3,"[[0, 303, 0]]"
"[-75.0819789, 40.0540683]","[-75.1686976, 39.9550004]",16056.7,1387.2,"[[0, 303, 0]]"
"[-75.0819789, 40.0540683]","[-75.1666223, 39.951126]",16579.3,1437.4,"[[0, 314, 0]]"
"[-75.0819789, 40.0540683]","[-75.1658779, 39.9533135]",15901.4,1362.5,"[[0, 299, 0]]"
"[-75.0819789, 40.0540683]","[-75.1541314, 39.9549848]",15323.5,1319.6,"[[0, 295, 0]]"
"[-75.0819789, 40.0540683]","[-75.1548244, 39.9607]",14729.0,1252.6,"[[0, 275, 0]]"
"[-75.0819789, 40.0540683]","[-75.1729633, 39.9619508]",16038.9,1470.5,"[[0, 299, 0]]"
"[-75.0819789, 40.0540683]","[-75.1559444, 39.9539208]",15303.9,1339.9,"[[0, 295, 0]]"
"[-75.0819789, 40.0540683]","[-75.1669336, 39.9542882]",16155.1,1404.4,"[[0, 305, 0]]"
"[-75.0819789, 40.0540683]","[-75.1604697, 39.9560453]",15572.9,1329.1,"[[0, 295, 0]]"
"[-75.0819789, 40.0540683]","[-75.1675937, 39.9498476]",16435.1,1443.8,"[[0, 315, 0]]"
"[-75.0819789, 40.0540683]","[-75.1670679, 39.9458843]",16786.0,1506.3,"[[0, 323, 0]]"
"[-75.0819789, 40.0540683]","[-75.1552838, 39.9513696]",15546.9,1360.0,"[[0, 268, 0]]"
"[-75.0819789, 40.0540683]","[-75.1779185, 39.9527664]",17185.0,1505.8,"[[0, 327, 0]]"
"[-75.0819789, 40.0540683]","[-75.1797862, 39.9531685]",17687.5,1569.9,"[[0, 331, 0]]"
"[-75.0819789, 40.0540683]","[-75.1544702, 39.9614844]",14636.1,1230.3,"[[0, 272, 0]]"
"[-75.0819789, 40.0540683]","[-75.1655897, 39.9673357]",14592.8,1270.3,"[[0, 272, 0]]"
"[-75.0819789, 40.0540683]","[-75.16608, 39.9510606]",16626.0,1442.2,"[[0, 314, 0]]"
"[-75.0819789, 40.0540683]","[-75.1664209, 39.9503433]",16261.1,1434.5,"[[0, 311, 0]]"
"[-75.0819789, 40.0540683]","[-75.1561177, 39.9487839]",15952.8,1409.9,"[[0, 271, 0]]"
"[-75.0819789, 40.0540683]","[-75.1595695, 39.950964]",15638.9,1356.8,"[[0, 304, 0]]"
"[-75.0819789, 40.0540683]","[-75.1498611, 39.9520642]",14970.4,1266.4,"[[0, 254, 0]]"
"[-75.0811398, 40.0555943]","[-75.1666744, 39.9529142]",16548.6,1472.0,"[[0, 316, 0]]"
"[-75.0811398, 40.0555943]","[-75.1547527, 39.9461843]",16124.9,1471.5,"[[0, 277, 0]]"
"[-75.0811398, 40.0555943]","[-75.1588087, 39.9519519]",15739.7,1388.8,"[[0, 305, 0]]"
"[-75.0811398, 40.0555943]","[-75.1555507, 39.9554634]",15338.2,1347.7,"[[0, 297, 0]]"
"[-75.0811398, 40.0555943]","[-75.1683452, 39.953861]",16294.7,1437.8,"[[0, 312, 0]]"
"[-75.0811398, 40.0555943]","[-75.1524421, 39.9486116]",15680.5,1409.9,"[[0, 267, 0]]"
"[-75.0811398, 40.0555943]","[-75.1696579, 39.9671376]",15109.2,1346.5,"[[0, 284, 0]]"
"[-75.0811398, 40.0555943]","[-75.1687489, 39.9511026]",16603.2,1466.8,"[[0, 318, 0]]"
"[-75.0811398, 40.0555943]","[-75.1513737, 39.9499548]",15494.9,1369.0,"[[0, 265, 0]]"
"[-75.0811398, 40.0555943]","[-75.1658471, 39.9513517]",16264.7,1450.3,"[[0, 313, 0]]"
"[-75.0811398, 40.0555943]","[-75.1808705, 39.9496709]",18071.8,1654.7,"[[0, 346, 0]]"
"[-75.0811398, 40.0555943]","[-75.16993, 39.954012]",16866.1,1504.2,"[[0, 322, 0]]"
"[-75.0811398, 40.0555943]","[-75.1689145, 39.9534406]",16863.6,1508.1,"[[0, 323, 0]]"
"[-75.0811398, 40.0555943]","[-75.1621446, 39.9565208]",15566.6,1367.6,"[[0, 300, 0]]"
"[-75.0811398, 40.0555943]","[-75.1562587, 39.9526803]",15743.1,1390.4,"[[0, 275, 0]]"
"[-75.0811398, 40.0555943]","[-75.160496, 39.9495792]",15913.1,1418.4,"[[0, 311, 0]]"
"[-75.0811398, 40.0555943]","[-75.1596329, 39.9559719]",15293.9,1341.8,"[[0, 297, 0]]"
"[-75.0811398, 40.0555943]","[-75.1543343, 39.9547207]",15631.2,1384.1,"[[0, 271, 0]]"
"[-75.0811398, 40.0555943]","[-75.1512021, 39.9477973]",15647.5,1387.5,"[[0, 268, 0]]"
"[-75.0811398, 40.0555943]","[-75.1712732, 39.953202]",16699.4,1499.2,"[[0, 318, 0]]"
"[-75.0811398, 40.0555943]","[-75.1646384, 39.9505969]",16381.9,1464.9,"[[0, 314, 0]]"
"[-75.0811398, 40.0555943]","[-75.1553822, 39.9564976]",15699.7,1416.2,"[[0, 303, 0]]"
"[-75.0811398, 40.0555943]","[-75.1521691, 39.9498503]",15754.5,1418.4,"[[0, 271, 0]]"
"[-75.0811398, 40.0555943]","[-75.1655738, 39.9548474]",15956.0,1395.0,"[[0, 301, 0]]"
"[-75.0811398, 40.0555943]","[-75.1462398, 39.9534007]",15306.6,1347.4,"[[0, 269, 0]]"
"[-75.0811398, 40.0555943]","[-75.1669977, 39.9542162]",16321.4,1448.7,"[[0, 310, 0]]"
"[-75.0811398, 40.0555943]","[-75.1659027, 39.9549769]",15995.9,1404.6,"[[0, 302, 0]]"
"[-75.0811398, 40.0555943]","[-75.1691875, 39.9538357]",16355.1,1447.3,"[[0, 314, 0]]"
"[-75.0811398, 40.0555943]","[-75.168648, 39.9552849]",16227.8,1432.3,"[[0, 308, 0]]"
"[-75.0811398, 40.0555943]","[-75.1686976, 39.9550004]",16227.0,1432.2,"[[0, 308, 0]]"
"[-75.0811398, 40.0555943]","[-75.1666223, 39.951126]",16749.6,1482.4,"[[0, 319, 0]]"
"[-75.0811398, 40.0555943]","[-75.1658779, 39.9533135]",16071.7,1407.5,"[[0, 304, 0]]"
"[-75.0811398, 40.0555943]","[-75.1541314, 39.9549848]",15493.8,1364.6,"[[0, 300, 0]]"
"[-75.0811398, 40.0555943]","[-75.1548244, 39.9607]",14899.3,1297.6,"[[0, 280, 0]]"
"[-75.0811398, 40.0555943]","[-75.1729633, 39.9619508]",16209.2,1515.5,"[[0, 304, 0]]"
"[-75.0811398, 40.0555943]","[-75.1559444, 39.9539208]",15474.2,1384.9,"[[0, 300, 0]]"
"[-75.0811398, 40.0555943]","[-75.1669336, 39.9542882]",16325.4,1449.4,"[[0, 310, 0]]"
"[-75.0811398, 40.0555943]","[-75.1604697, 39.9560453]",15743.2,1374.1,"[[0, 300, 0]]"
"[-75.0811398, 40.0555943]","[-75.1675937, 39.9498476]",16605.4,1488.8,"[[0, 320, 0]]"
"[-75.0811398, 40.0555943]","[-75.1670679, 39.9458843]",16956.3,1551.3,"[[0, 328, 0]]"
"[-75.0811398, 40.0555943]","[-75.1552838, 39.9513696]",15717.2,1405.0,"[[0, 273, 0]]"
"[-75.0811398, 40.0555943]","[-75.1779185, 39.9527664]",17355.3,1550.8,"[[0, 332, 0]]"
"[-75.0811398, 40.0555943]","[-75.1797862, 39.9531685]",17857.8,1614.9,"[[0, 336, 0]]"
"[-75.0811398, 40.0555943]","[-75.1544702, 39.9614844]",14806.4,1275.3,"[[0, 277, 0]]"
"[-75.0811398, 40.0555943]","[-75.1655897, 39.9673357]",14763.1,1315.3,"[[0, 277, 0]]"
"[-75.0811398, 40.0555943]","[-75.16608, 39.9510606]",16796.3,1487.2,"[[0, 319, 0]]"
"[-75.0811398, 40.0555943]","[-75.1664209, 39.9503433]",16431.4,1479.5,"[[0, 316, 0]]"
"[-75.0811398, 40.0555943]","[-75.1561177, 39.9487839]",16123.1,1454.9,"[[0, 276, 0]]"
"[-75.0811398, 40.0555943]","[-75.1595695, 39.950964]",15809.2,1401.8,"[[0, 309, 0]]"
"[-75.0811398, 40.0555943]","[-75.1498611, 39.9520642]",15140.7,1311.4,"[[0, 259, 0]]"
"[-75.0804888, 40.0554622]","[-75.1666744, 39.9529142]",16589.9,1481.9,"[[0, 317, 0]]"
"[-75.0804888, 40.0554622]","[-75.1547527, 39.9461843]",16166.2,1481.4,"[[0, 278, 0]]"
"[-75.0804888, 40.0554622]","[-75.1588087, 39.9519519]",15781.0,1398.7,"[[0, 306, 0]]"
"[-75.0804888, 40.0554622]","[-75.1555507, 39.9554634]",15379.5,1357.6,"[[0, 298, 0]]"
"[-75.0804888, 40.0554622]","[-75.1683452, 39.953861]",16336.0,1447.7,"[[0, 313, 0]]"
"[-75.0804888, 40.0554622]","[-75.1524421, 39.9486116]",15721.8,1419.8,"[[0, 268, 0]]"
"[-75.0804888, 40.0554622]","[-75.1696579, 39.9671376]",15150.5,1356.4,"[[0, 285, 0]]"
"[-75.0804888, 40.0554622]","[-75.1687489, 39.9511026]",16644.5,1476.7,"[[0, 319, 0]]"
"[-75.0804888, 40.0554622]","[-75.1513737, 39.9499548]",15536.1,1378.9,"[[0, 266, 0]]"
